Date,Time (UTC),Exchange,Symbol,Strategy,Signal,Side,Quantity,Price,Total USD,Fee (est.),Net Amount,Order ID,Mode,Notes
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,macd,short,,,1.17,,,,BLOCKED,BLOCKED,Failed: Fresh bearish crossover
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,stoch_rsi,long,,,1.17,,,,BLOCKED,BLOCKED,Failed: K crossing above D (momentum turning up)
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,supertrend,short,,,1.17,,,,BLOCKED,BLOCKED,Failed: Price within 3% of Supertrend (fresh signal)
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,ichimoku,short,SELL,8.576329,1.17,10.00,0.0100,9.99,,PAPER,All conditions met
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,rsi_divergence,none,,,1.17,,,,BLOCKED,BLOCKED,Failed: Divergence detected
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,adx,short,,,1.17,,,,BLOCKED,BLOCKED,Failed: ADX shows strong trend (> 25)
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,ema_3,short,,,1.17,,,,BLOCKED,BLOCKED,Failed: Price near EMA(21) — pullback entry
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,heikin_ashi,short,SELL,8.576329,1.17,10.00,0.0100,9.99,,PAPER,All conditions met
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,orb,short,,,1.17,,,,BLOCKED,BLOCKED,Failed: Breakout within 2% (not too extended)
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,support_resistance,none,,,1.17,,,,BLOCKED,BLOCKED,Failed: Price at key level
2026-04-13,13:37:28,Coinbase Advanced,DOTUSDT,volume_profile,long,BUY,8.576329,1.17,10.00,0.0100,9.99,,PAPER,All conditions met
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,vwap_scalp,long,,,261.60,,,,BLOCKED,BLOCKED,Failed: RSI(3) below 30 (pullback in uptrend)
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,ema_cross,short,,,261.60,,,,BLOCKED,BLOCKED,Failed: Fresh crossover this candle
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,bb_rsi,none,,,261.60,,,,BLOCKED,BLOCKED,Failed: Price at band extreme
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,macd,long,,,261.60,,,,BLOCKED,BLOCKED,Failed: Fresh bullish crossover
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,stoch_rsi,short,,,261.60,,,,BLOCKED,BLOCKED,Failed: K crossing below D (momentum turning down)
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,supertrend,short,,,261.60,,,,BLOCKED,BLOCKED,Failed: Price within 3% of Supertrend (fresh signal)
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,ichimoku,short,SELL,0.038226,261.60,10.00,0.0100,9.99,,PAPER,All conditions met
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,rsi_divergence,none,,,261.60,,,,BLOCKED,BLOCKED,Failed: Divergence detected
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,adx,short,SELL,0.038226,261.60,10.00,0.0100,9.99,,PAPER,All conditions met
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,ema_3,short,,,261.60,,,,BLOCKED,BLOCKED,Failed: Price near EMA(21) — pullback entry
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,heikin_ashi,none,,,261.60,,,,BLOCKED,BLOCKED,Failed: 3 consecutive HA candles
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,orb,none,,,261.60,,,,BLOCKED,BLOCKED,Failed: ORB breakout
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,support_resistance,none,,,261.60,,,,BLOCKED,BLOCKED,Failed: Price at key level
2026-04-13,13:37:29,Coinbase Advanced,TAOUSDT,volume_profile,long,,,261.60,,,,BLOCKED,BLOCKED,Failed: RSI oversold (< 40) — confirms weakness exhausted
